                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.6852,                 6.7351,                 3.4102,                0.32585,                0.45647,                0.31945,                0.11654,                 2.2425,                  2.606,                 2.8906,             0.00030237,             0.00030237,             0.00030237
                      2,                 2.1229,                 3.7441,                 2.6251,                0.44631,                 0.5238,                 0.4569,                0.18994,                 2.0481,                 1.9953,                 2.5123,             0.00059338,             0.00059338,             0.00059338
                      3,                 1.9652,                 2.5017,                 2.3856,                0.38854,                0.51866,                0.41298,                0.17781,                 1.9618,                 2.0556,                 2.3807,              0.0008724,              0.0008724,              0.0008724
                      4,                  1.904,                   2.14,                 2.2987,                0.52854,                0.59967,                0.56172,                0.24793,                 1.8496,                 1.7534,                 2.2348,             0.00085501,             0.00085501,             0.00085501
                      5,                 1.8275,                 1.9689,                 2.1924,                0.54701,                0.62443,                0.58047,                0.28072,                 1.7595,                 1.7859,                 2.1414,             0.00083701,             0.00083701,             0.00083701
                      6,                 1.7736,                 1.8521,                 2.1222,                0.57214,                0.65505,                0.61103,                0.28403,                 1.7882,                 1.6841,                 2.1667,             0.00081901,             0.00081901,             0.00081901
                      7,                 1.7273,                 1.7597,                 2.0669,                0.61317,                0.65448,                0.64634,                0.31892,                   1.78,                 1.5371,                 2.1212,             0.00080101,             0.00080101,             0.00080101
                      8,                 1.6947,                 1.6991,                 2.0257,                0.61616,                0.67655,                0.68198,                0.35529,                 1.6707,                 1.4872,                 2.0525,             0.00078301,             0.00078301,             0.00078301
                      9,                   1.68,                 1.6753,                 2.0123,                0.59897,                0.66512,                0.66396,                0.34495,                 1.7044,                 1.4802,                 2.0608,             0.00076501,             0.00076501,             0.00076501
                     10,                 1.6616,                 1.6005,                  1.988,                0.62548,                0.70303,                0.70124,                0.36867,                 1.6793,                 1.4184,                 2.0361,             0.00074702,             0.00074702,             0.00074702
                     11,                 1.6499,                 1.5999,                 1.9647,                0.67966,                0.65357,                0.69144,                0.37471,                 1.6339,                 1.4023,                 1.9893,             0.00072902,             0.00072902,             0.00072902
                     12,                  1.634,                  1.547,                 1.9475,                0.63948,                0.71087,                0.70766,                0.37288,                 1.6551,                 1.3958,                 2.0119,             0.00071102,             0.00071102,             0.00071102
                     13,                  1.612,                 1.5169,                 1.9201,                0.65284,                0.72943,                 0.7195,                0.39137,                 1.6215,                 1.3608,                 1.9828,             0.00069302,             0.00069302,             0.00069302
                     14,                  1.603,                 1.4807,                 1.9068,                0.65337,                0.72656,                0.73131,                 0.4037,                 1.5937,                 1.3203,                 1.9614,             0.00067502,             0.00067502,             0.00067502
                     15,                 1.5937,                  1.472,                 1.8938,                0.70864,                0.70347,                 0.7438,                0.40821,                 1.5999,                 1.2877,                 1.9556,             0.00065703,             0.00065703,             0.00065703
                     16,                 1.5697,                 1.4305,                 1.8768,                0.69346,                0.70533,                0.73511,                 0.4044,                 1.5841,                 1.3257,                 1.9464,             0.00063903,             0.00063903,             0.00063903
                     17,                 1.5528,                 1.4172,                 1.8581,                0.69407,                0.74552,                0.75743,                0.42583,                 1.5745,                 1.2516,                 1.9151,             0.00062103,             0.00062103,             0.00062103
                     18,                 1.5439,                 1.3976,                  1.851,                0.70107,                0.74864,                0.75533,                0.42101,                 1.5825,                 1.2481,                 1.9266,             0.00060303,             0.00060303,             0.00060303
                     19,                 1.5363,                 1.3716,                 1.8403,                0.72694,                0.71051,                0.75925,                0.42745,                 1.5958,                 1.2504,                 1.9629,             0.00058503,             0.00058503,             0.00058503
                     20,                  1.531,                 1.3677,                 1.8381,                0.72058,                0.75487,                0.77996,                0.43919,                 1.5497,                 1.2163,                 1.9124,             0.00056703,             0.00056703,             0.00056703
                     21,                 1.5278,                 1.3333,                 1.8293,                0.74122,                0.72486,                0.77355,                0.43657,                 1.5472,                  1.183,                    1.9,             0.00054904,             0.00054904,             0.00054904
                     22,                 1.5126,                  1.326,                 1.8262,                0.72289,                0.71321,                0.76035,                0.43163,                 1.5615,                 1.2137,                 1.9229,             0.00053104,             0.00053104,             0.00053104
                     23,                 1.4973,                 1.3053,                 1.8025,                 0.7226,                0.72592,                0.77473,                0.43487,                 1.5798,                 1.1979,                 1.9244,             0.00051304,             0.00051304,             0.00051304
                     24,                 1.4815,                 1.2859,                 1.7983,                0.72431,                0.75222,                0.78383,                0.44595,                 1.5303,                 1.1811,                 1.9041,             0.00049504,             0.00049504,             0.00049504
                     25,                 1.4854,                   1.28,                 1.7985,                0.74777,                0.73862,                0.78815,                0.45595,                 1.5243,                 1.1514,                 1.8751,             0.00047704,             0.00047704,             0.00047704
                     26,                 1.4726,                 1.2667,                 1.7856,                0.70842,                0.75417,                0.78331,                0.45347,                 1.5067,                 1.1455,                 1.8757,             0.00045904,             0.00045904,             0.00045904
                     27,                 1.4674,                 1.2711,                 1.7763,                0.72835,                 0.7381,                0.77916,                0.44536,                 1.5229,                 1.1439,                 1.8824,             0.00044105,             0.00044105,             0.00044105
                     28,                 1.4609,                 1.2411,                 1.7792,                0.74735,                0.73398,                 0.7803,                0.45183,                 1.5084,                 1.1506,                 1.8692,             0.00042305,             0.00042305,             0.00042305
                     29,                 1.4533,                  1.228,                 1.7607,                0.75175,                0.76124,                0.79373,                0.47022,                 1.4938,                 1.1142,                 1.8528,             0.00040505,             0.00040505,             0.00040505
                     30,                 1.4357,                 1.2098,                 1.7469,                0.74663,                0.73898,                0.78794,                0.45823,                 1.5119,                 1.1315,                 1.8762,             0.00038705,             0.00038705,             0.00038705
                     31,                 1.4408,                 1.2068,                 1.7582,                0.72727,                0.75453,                0.78549,                0.46983,                 1.4893,                 1.1114,                 1.8563,             0.00036905,             0.00036905,             0.00036905
                     32,                 1.4221,                 1.1937,                 1.7453,                0.74443,                 0.7464,                0.79455,                0.46374,                 1.5011,                 1.1112,                 1.8658,             0.00035106,             0.00035106,             0.00035106
                     33,                 1.4255,                 1.1837,                 1.7299,                 0.7716,                0.74616,                0.80922,                0.47525,                 1.4964,                 1.0648,                 1.8448,             0.00033306,             0.00033306,             0.00033306
                     34,                 1.4095,                 1.1614,                 1.7145,                0.76298,                 0.7619,                0.81251,                0.47732,                 1.4986,                 1.0676,                 1.8515,             0.00031506,             0.00031506,             0.00031506
                     35,                 1.4044,                 1.1515,                 1.7168,                0.76161,                0.75399,                0.79541,                0.47322,                 1.4911,                 1.0861,                 1.8469,             0.00029706,             0.00029706,             0.00029706
                     36,                 1.3823,                 1.1233,                 1.6942,                0.73387,                0.77919,                 0.7979,                0.47318,                 1.5027,                 1.0601,                 1.8513,             0.00027906,             0.00027906,             0.00027906
                     37,                 1.3801,                 1.1298,                 1.6933,                0.72942,                0.76325,                0.78686,                0.46621,                 1.4929,                 1.0742,                 1.8478,             0.00026106,             0.00026106,             0.00026106
                     38,                 1.3716,                 1.1105,                 1.6884,                0.75936,                0.77582,                0.81747,                0.47917,                 1.5106,                 1.0342,                 1.8611,             0.00024307,             0.00024307,             0.00024307
                     39,                 1.3662,                 1.1006,                 1.6844,                  0.745,                0.77362,                0.80904,                0.47581,                 1.4984,                 1.0595,                 1.8498,             0.00022507,             0.00022507,             0.00022507
                     40,                 1.3582,                 1.0783,                 1.6714,                0.73679,                0.78213,                0.81423,                 0.4789,                 1.5007,                 1.0352,                 1.8488,             0.00020707,             0.00020707,             0.00020707
                     41,                 1.3655,                 1.0123,                 1.7033,                0.76113,                0.76243,                0.81677,                0.48144,                 1.5115,                 1.0332,                 1.8713,             0.00018907,             0.00018907,             0.00018907
                     42,                 1.3536,                0.99192,                  1.697,                0.76207,                0.78098,                0.82064,                0.49094,                 1.5026,                 1.0141,                 1.8601,             0.00017107,             0.00017107,             0.00017107
                     43,                 1.3398,                0.99078,                 1.6865,                0.75624,                0.78453,                0.82588,                0.49097,                 1.4966,                 1.0105,                 1.8592,             0.00015308,             0.00015308,             0.00015308
                     44,                 1.3251,                0.97569,                 1.6689,                0.78182,                0.74989,                0.81636,                0.49181,                  1.495,                 1.0221,                 1.8623,             0.00013508,             0.00013508,             0.00013508
                     45,                 1.2959,                0.94592,                 1.6484,                0.78174,                0.77798,                0.82889,                0.49622,                 1.5011,                 1.0077,                 1.8692,             0.00011708,             0.00011708,             0.00011708
                     46,                 1.2989,                0.93127,                 1.6469,                0.79242,                0.75229,                0.82687,                0.49313,                 1.5009,                 1.0053,                 1.8681,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                 1.2872,                0.92052,                 1.6451,                0.77564,                0.78162,                0.82773,                0.49004,                 1.5019,                 1.0069,                 1.8704,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                 1.2811,                0.91839,                 1.6326,                0.74932,                0.81009,                0.82521,                 0.4965,                 1.5002,                0.99378,                  1.868,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                 1.2685,                 0.8977,                 1.6265,                0.77032,                0.78316,                0.82761,                0.49549,                 1.5081,                0.99635,                 1.8772,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                 1.2592,                0.88832,                 1.6136,                0.78074,                0.76751,                0.82513,                0.49641,                 1.5072,                0.99418,                 1.8752,             2.7088e-05,             2.7088e-05,             2.7088e-05
