                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8056,                 4.4758,                 1.5734,                0.47885,                 0.5141,                0.45309,                0.20157,                 1.8808,                 2.1312,                 1.6633,             0.00030174,             0.00030174,             0.00030174
                      2,                 1.7691,                 2.3389,                 1.5381,                0.55823,                0.62776,                0.59193,                0.28971,                 1.6961,                 1.7042,                 1.5253,              0.0005748,              0.0005748,              0.0005748
                      3,                 1.7255,                 1.8196,                 1.5119,                0.52731,                0.57347,                 0.5533,                0.26167,                 1.8112,                 1.8057,                 1.6151,             0.00081787,             0.00081787,             0.00081787
                      4,                 1.7009,                 1.6975,                 1.5112,                0.68968,                0.61702,                0.68406,                0.34151,                 1.7211,                 1.4676,                 1.5372,             0.00077401,             0.00077401,             0.00077401
                      5,                 1.6636,                 1.5741,                 1.4883,                0.67518,                0.66954,                0.70236,                0.36837,                 1.6739,                 1.3672,                 1.4979,             0.00072902,             0.00072902,             0.00072902
                      6,                 1.6161,                 1.4961,                 1.4604,                 0.6535,                0.68609,                0.70878,                0.37934,                 1.6639,                 1.3365,                 1.5019,             0.00068402,             0.00068402,             0.00068402
                      7,                 1.5938,                 1.4436,                 1.4432,                0.68732,                0.72028,                0.74529,                0.38658,                 1.6215,                 1.3062,                 1.4844,             0.00063903,             0.00063903,             0.00063903
                      8,                 1.5732,                 1.3962,                 1.4327,                0.69496,                0.71763,                0.73994,                0.40163,                 1.6199,                 1.2723,                 1.4948,             0.00059403,             0.00059403,             0.00059403
                      9,                 1.5458,                 1.3523,                 1.4191,                0.72271,                0.71149,                 0.7499,                0.41892,                 1.5881,                 1.2459,                 1.4566,             0.00054904,             0.00054904,             0.00054904
                     10,                 1.5434,                 1.3369,                 1.4279,                0.69115,                0.70395,                0.75771,                0.42437,                 1.5797,                 1.2181,                 1.4546,             0.00050404,             0.00050404,             0.00050404
                     11,                 1.5671,                 1.2926,                 1.4658,                0.71981,                0.68952,                0.72726,                0.40216,                 1.6083,                 1.2893,                   1.49,             0.00045904,             0.00045904,             0.00045904
                     12,                 1.5328,                 1.2649,                 1.4446,                0.74921,                0.75113,                0.78973,                0.45014,                 1.5556,                 1.1647,                 1.4432,             0.00041405,             0.00041405,             0.00041405
                     13,                 1.5283,                 1.2214,                 1.4417,                0.74055,                0.70942,                0.75488,                 0.4321,                 1.5618,                 1.1738,                 1.4511,             0.00036905,             0.00036905,             0.00036905
                     14,                 1.5086,                 1.1946,                 1.4354,                0.75602,                0.74431,                0.78934,                 0.4447,                 1.5493,                 1.1144,                 1.4406,             0.00032406,             0.00032406,             0.00032406
                     15,                 1.4885,                 1.1655,                 1.4304,                0.75627,                0.72857,                 0.7829,                0.45707,                 1.5309,                 1.1297,                 1.4381,             0.00027906,             0.00027906,             0.00027906
                     16,                 1.4656,                  1.126,                 1.4093,                0.75017,                0.76989,                0.80755,                0.46754,                 1.5219,                 1.0778,                 1.4078,             0.00023407,             0.00023407,             0.00023407
                     17,                 1.4429,                 1.0975,                  1.392,                0.77871,                0.77382,                0.81621,                0.47395,                 1.5005,                 1.0454,                 1.4031,             0.00018907,             0.00018907,             0.00018907
                     18,                 1.4181,                 1.0612,                 1.3751,                0.74315,                 0.7797,                0.80957,                0.47888,                 1.4752,                 1.0459,                  1.397,             0.00014408,             0.00014408,             0.00014408
                     19,                 1.3995,                 1.0416,                 1.3598,                0.77683,                0.76422,                 0.8151,                 0.4837,                 1.4894,                 1.0165,                 1.3955,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     20,                 1.3774,                  1.002,                 1.3423,                0.75455,                0.79398,                0.81466,                0.48832,                   1.46,                 1.0008,                 1.3758,             5.4086e-05,             5.4086e-05,             5.4086e-05
