                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8041,                 4.5381,                 1.5708,                0.44002,                0.53389,                0.48141,                0.19642,                 1.9015,                 1.9825,                 1.6329,             0.00030174,             0.00030174,             0.00030174
                      2,                  1.769,                 2.3361,                  1.533,                0.56226,                 0.5858,                0.57893,                0.27287,                  1.797,                 1.8056,                 1.5904,             0.00059276,             0.00059276,             0.00059276
                      3,                 1.7335,                   1.84,                 1.5208,                0.48132,                0.57892,                0.52562,                0.22545,                 1.9352,                 1.8761,                 1.7394,             0.00087179,             0.00087179,             0.00087179
                      4,                 1.7285,                  1.726,                 1.5256,                0.60386,                0.62482,                0.62961,                0.31407,                  1.788,                 1.5797,                 1.5647,             0.00085501,             0.00085501,             0.00085501
                      5,                 1.6912,                 1.6256,                 1.5173,                 0.6319,                0.64363,                0.68523,                0.36102,                 1.6805,                 1.4254,                  1.544,             0.00083701,             0.00083701,             0.00083701
                      6,                 1.6422,                 1.5317,                 1.4833,                0.61957,                0.70041,                0.69017,                0.36358,                  1.643,                 1.3826,                 1.4966,             0.00081901,             0.00081901,             0.00081901
                      7,                 1.6182,                 1.4901,                 1.4673,                0.69899,                0.70665,                0.72612,                0.37471,                 1.6687,                 1.3232,                 1.5141,             0.00080101,             0.00080101,             0.00080101
                      8,                 1.5952,                 1.4476,                 1.4614,                0.69065,                0.69385,                0.73935,                0.39163,                  1.652,                 1.3467,                 1.5303,             0.00078301,             0.00078301,             0.00078301
                      9,                 1.5683,                 1.4061,                 1.4456,                 0.6911,                0.69186,                0.72297,                 0.3927,                 1.6153,                 1.3063,                 1.5033,             0.00076501,             0.00076501,             0.00076501
                     10,                 1.5712,                 1.3937,                  1.449,                0.65203,                0.73877,                0.74285,                0.40035,                 1.6138,                 1.2726,                 1.4546,             0.00074702,             0.00074702,             0.00074702
                     11,                 1.5455,                 1.3567,                 1.4281,                0.69221,                 0.7088,                0.73812,                0.39655,                 1.6414,                 1.2885,                 1.5194,             0.00072902,             0.00072902,             0.00072902
                     12,                 1.5337,                 1.3183,                 1.4207,                 0.7191,                0.70939,                0.77004,                 0.4253,                 1.5779,                 1.1996,                 1.4758,             0.00071102,             0.00071102,             0.00071102
                     13,                 1.5226,                   1.31,                 1.4243,                0.72503,                0.71595,                 0.7692,                0.43062,                 1.5882,                 1.2233,                 1.4903,             0.00069302,             0.00069302,             0.00069302
                     14,                 1.5212,                 1.3038,                 1.4211,                0.71966,                0.71642,                0.76077,                0.41694,                 1.5921,                 1.2004,                 1.4854,             0.00067502,             0.00067502,             0.00067502
                     15,                 1.5069,                 1.2693,                  1.405,                0.70339,                0.71612,                0.73868,                0.41163,                 1.5994,                 1.2496,                 1.4956,             0.00065703,             0.00065703,             0.00065703
                     16,                 1.4866,                 1.2672,                 1.4025,                0.70572,                 0.7605,                0.77663,                0.43873,                 1.5591,                 1.1886,                 1.4607,             0.00063903,             0.00063903,             0.00063903
