                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.9447,                 4.5983,                 1.5573,                 0.4017,                0.54308,                0.45986,                0.19757,                 4.0118,                 2.0483,                 1.5821,             0.00030174,             0.00030174,             0.00030174
                      2,                 3.9191,                 2.3506,                 1.5232,                0.57196,                0.53011,                0.56714,                0.26759,                 3.9393,                 1.8602,                 1.5864,             0.00059276,             0.00059276,             0.00059276
                      3,                 3.8932,                 1.8383,                 1.5266,                0.53253,                0.61554,                0.58338,                0.27343,                 3.9845,                  1.806,                 1.6135,             0.00087179,             0.00087179,             0.00087179
                      4,                 3.8688,                 1.7222,                 1.5181,                0.59268,                0.63945,                0.64421,                0.31261,                 3.9045,                   1.57,                 1.5667,             0.00085501,             0.00085501,             0.00085501
                      5,                 3.8333,                 1.6162,                 1.4966,                0.61557,                0.65895,                0.66314,                0.33656,                   3.87,                  1.479,                 1.5055,             0.00083701,             0.00083701,             0.00083701
                      6,                 3.7913,                 1.5381,                 1.4777,                0.64374,                0.65361,                0.66778,                0.35379,                 3.9103,                  1.446,                 1.5469,             0.00081901,             0.00081901,             0.00081901
                      7,                 3.7672,                  1.499,                 1.4735,                0.66493,                0.71633,                 0.7352,                0.39491,                 3.7711,                 1.3774,                 1.4871,             0.00080101,             0.00080101,             0.00080101
                      8,                 3.7489,                 1.4459,                 1.4619,                0.64698,                0.69382,                0.70618,                0.37884,                 3.7982,                 1.3614,                 1.5149,             0.00078301,             0.00078301,             0.00078301
                      9,                  3.718,                 1.4111,                 1.4474,                0.66082,                0.70109,                0.69683,                0.35498,                 3.8703,                 1.3359,                 1.5314,             0.00076501,             0.00076501,             0.00076501
                     10,                  3.722,                 1.3796,                  1.446,                 0.6778,                0.67922,                0.72564,                0.39311,                 3.8428,                 1.2938,                 1.5218,             0.00074702,             0.00074702,             0.00074702
                     11,                 3.6986,                 1.3593,                 1.4326,                0.69328,                0.71852,                0.75865,                0.41038,                  3.779,                 1.2562,                 1.4946,             0.00072902,             0.00072902,             0.00072902
                     12,                 3.6761,                 1.3055,                  1.419,                0.68338,                 0.7426,                 0.7637,                0.41908,                 3.7429,                 1.2048,                 1.4734,             0.00071102,             0.00071102,             0.00071102
                     13,                 3.6625,                 1.3156,                 1.4164,                0.71814,                0.73101,                0.76805,                0.41089,                 3.7443,                 1.2609,                 1.4831,             0.00069302,             0.00069302,             0.00069302
                     14,                 3.6575,                 1.2997,                 1.4094,                0.75171,                0.70014,                  0.762,                0.42425,                  3.715,                 1.2303,                 1.4637,             0.00067502,             0.00067502,             0.00067502
                     15,                 3.6513,                 1.2634,                 1.4006,                0.69239,                0.72806,                0.75013,                0.41766,                 3.7112,                  1.212,                 1.4535,             0.00065703,             0.00065703,             0.00065703
                     16,                 3.6275,                 1.2636,                 1.3972,                0.74111,                0.70398,                0.75379,                0.41245,                 3.7776,                 1.2181,                 1.4881,             0.00063903,             0.00063903,             0.00063903
                     17,                 3.6227,                  1.239,                 1.3899,                0.74579,                0.72237,                0.78812,                0.44022,                 3.7411,                 1.1275,                 1.4621,             0.00062103,             0.00062103,             0.00062103
                     18,                 3.6131,                 1.2348,                 1.3863,                0.72563,                0.73054,                0.77955,                0.43989,                 3.6844,                 1.1654,                 1.4351,             0.00060303,             0.00060303,             0.00060303
                     19,                 3.6137,                 1.2045,                 1.3791,                0.71865,                0.74605,                0.78787,                0.43872,                 3.7045,                 1.1302,                 1.4433,             0.00058503,             0.00058503,             0.00058503
                     20,                 3.5956,                 1.1994,                 1.3723,                0.76158,                0.70383,                0.77953,                0.44293,                 3.7133,                 1.1195,                 1.4572,             0.00056703,             0.00056703,             0.00056703
                     21,                 3.5985,                 1.1836,                 1.3748,                0.71905,                0.76682,                0.79486,                0.44744,                 3.6814,                 1.1313,                 1.4317,             0.00054904,             0.00054904,             0.00054904
                     22,                 3.5815,                 1.1792,                  1.366,                0.73018,                0.76499,                0.80157,                0.45359,                 3.6835,                 1.0839,                 1.4238,             0.00053104,             0.00053104,             0.00053104
                     23,                 3.5757,                 1.1794,                 1.3673,                0.74635,                0.71771,                0.78728,                0.45344,                 3.6702,                 1.1191,                 1.4339,             0.00051304,             0.00051304,             0.00051304
                     24,                 3.5583,                 1.1482,                 1.3563,                0.74024,                0.74681,                0.80794,                 0.4539,                 3.6808,                 1.0694,                 1.4378,             0.00049504,             0.00049504,             0.00049504
                     25,                 3.5659,                  1.133,                 1.3608,                0.75184,                0.74723,                0.81247,                0.45458,                 3.6928,                 1.0466,                  1.428,             0.00047704,             0.00047704,             0.00047704
                     26,                 3.5547,                 1.1264,                 1.3506,                0.75401,                0.75943,                 0.8075,                0.46649,                 3.6789,                  1.061,                 1.4293,             0.00045904,             0.00045904,             0.00045904
                     27,                 3.5312,                 1.1175,                 1.3428,                0.73262,                0.76777,                0.80129,                0.45649,                  3.676,                 1.0464,                 1.4199,             0.00044105,             0.00044105,             0.00044105
                     28,                 3.5276,                 1.0995,                 1.3391,                0.78236,                0.75044,                0.81004,                 0.4698,                 3.6513,                  1.039,                  1.407,             0.00042305,             0.00042305,             0.00042305
                     29,                 3.5191,                 1.0724,                 1.3319,                0.74673,                0.77725,                 0.8133,                0.47643,                 3.6206,                 1.0391,                 1.3875,             0.00040505,             0.00040505,             0.00040505
                     30,                 3.5121,                 1.0743,                 1.3336,                0.73534,                0.78236,                0.81908,                0.47077,                 3.6455,                 1.0171,                 1.3978,             0.00038705,             0.00038705,             0.00038705
                     31,                 3.5064,                 1.0594,                 1.3276,                0.73977,                0.78497,                0.82082,                0.46547,                  3.675,                 1.0208,                  1.415,             0.00036905,             0.00036905,             0.00036905
                     32,                 3.4895,                 1.0679,                 1.3176,                0.76078,                0.78126,                0.82577,                0.47465,                 3.6499,                0.99646,                 1.3898,             0.00035106,             0.00035106,             0.00035106
                     33,                 3.4768,                 1.0461,                  1.313,                0.72999,                0.79715,                0.81309,                0.47051,                 3.6302,                 1.0038,                  1.402,             0.00033306,             0.00033306,             0.00033306
                     34,                 3.4719,                 1.0282,                 1.3106,                0.77298,                0.75801,                0.82427,                0.47852,                 3.6484,                 1.0127,                 1.4141,             0.00031506,             0.00031506,             0.00031506
                     35,                 3.4606,                 1.0076,                 1.3041,                0.78274,                0.75732,                0.82087,                0.48311,                 3.6263,                 1.0043,                 1.3955,             0.00029706,             0.00029706,             0.00029706
                     36,                 3.4532,                 1.0043,                 1.2938,                0.76408,                 0.7583,                0.81052,                 0.4771,                 3.6406,                 1.0087,                 1.4066,             0.00027906,             0.00027906,             0.00027906
                     37,                 3.4487,                0.99419,                 1.2998,                0.77334,                0.75434,                0.81636,                0.48723,                 3.6316,                0.98296,                  1.403,             0.00026106,             0.00026106,             0.00026106
                     38,                 3.4375,                0.98757,                  1.291,                0.77172,                0.75291,                0.81998,                0.47824,                 3.6477,                0.98679,                 1.4027,             0.00024307,             0.00024307,             0.00024307
